,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
325575,I162051447,2610,Other,TRESPASSING,, ,,2016-06-28 22:47:00,2016,6,Tuesday,22,Part Two,,,,"(0.00000000, 0.00000000)"
39716,I192036276,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,316,Y,2019-05-15 21:52:00,2019,5,Wednesday,21,Part One,ABBOTSFORD ST,42.31462973,-71.0926152,"(42.31462973, -71.09261520)"
311285,I162066828,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,442,,2016-08-18 11:31:00,2016,8,Thursday,11,Part Two,BERNARD ST,42.29379747,-71.08002891,"(42.29379747, -71.08002891)"
345284,I162030369,1845,Drug Violation,DRUGS - POSS CLASS D,B3,439,,2016-04-19 16:29:00,2016,4,Tuesday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
274929,I162105907,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,466,,2016-12-29 17:29:00,2016,12,Thursday,17,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
143163,I182031662,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,,2018-04-27 20:34:00,2018,4,Friday,20,Part One,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)"
206848,I172071896,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,2017-08-30 17:30:00,2017,8,Wednesday,17,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
74896,I182104520,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,294,,2018-12-28 18:57:00,2018,12,Friday,18,Part Three,AKRON ST,42.32579408,-71.08563758,"(42.32579408, -71.08563758)"
179844,I172100505,3207,Property Found,PROPERTY - FOUND,A1,116,,2017-12-03 21:50:00,2017,12,Sunday,21,Part Three,HARRISON AVE,42.35115526,-71.06130589,"(42.35115526, -71.06130589)"
398208,I152080716,724,Auto Theft,AUTO THEFT,D14,789,,2015-09-26 17:00:00,2015,9,Saturday,17,Part One,STRATHMORE RD,42.3391855,-71.15122348,"(42.33918550, -71.15122348)"
77826,I182101213,613,Larceny,LARCENY SHOPLIFTING,B2,309,,2018-12-16 11:12:00,2018,12,Sunday,11,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
37275,I192038799,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,457,,2019-05-24 10:25:00,2019,5,Friday,10,Part Two,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
405909,I152072396,1109,Fraud,FRAUD - WIRE,D4,144,,2015-08-25 10:00:00,2015,8,Tuesday,10,Part Two,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
307212,I162071194,1845,Drug Violation,DRUGS - POSS CLASS D,A1, ,,2016-09-01 14:00:00,2016,9,Thursday,14,Part Two,,,,"(0.00000000, 0.00000000)"
10127,I192067578,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,597,,2019-08-26 12:12:00,2019,8,Monday,12,Part Two,COLUMBUS AVE,42.34012548,-71.0822333,"(42.34012548, -71.08223330)"
38919,I192037094,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,,2019-05-18 17:52:00,2019,5,Saturday,17,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
8577,I192069289,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,121,,2019-08-31 11:44:00,2019,8,Saturday,11,Part Two,WARRENTON ST,42.35002128,-71.06595675,"(42.35002128, -71.06595675)"
386175,I152093844,3410,Towed,TOWED MOTOR VEHICLE,D4,146,,2015-11-12 00:35:00,2015,11,Thursday,0,Part Three,HUNTINGTON AVE,42.347685999999996,-71.07865,"(42.34768600, -71.07865000)"
178225,I172102180,3410,Towed,TOWED MOTOR VEHICLE,E5, ,,2017-12-09 15:42:00,2017,12,Saturday,15,Part Three,BELGRADE AVE,,,"(0.00000000, 0.00000000)"
99816,I182077314,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,326,,2018-09-24 14:45:00,2018,9,Monday,14,Part Three,BLUE HILL AVE,42.31385824,-71.07929233,"(42.31385824, -71.07929233)"
255338,I172020236,3115,Investigate Person,INVESTIGATE PERSON,D4,158,,2017-03-15 09:31:00,2017,3,Wednesday,9,Part Three,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
342981,I162032786,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,903,,2016-04-27 18:54:00,2016,4,Wednesday,18,Part Two,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
112509,I182063893,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,490,,2018-08-09 18:00:00,2018,8,Thursday,18,Part Two,VICTORIA HEIGHTS RD,42.271125,-71.11223000000001,"(42.27112500, -71.11223000)"
379569,I152101179,3115,Investigate Person,INVESTIGATE PERSON,B2,320,,2015-12-07 19:08:00,2015,12,Monday,19,Part Three,ELM HILL AVE,42.31204855,-71.08556294,"(42.31204855, -71.08556294)"
345389,I162030244,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,327,,2016-04-19 07:50:00,2016,4,Tuesday,7,Part Two,CUNNINGHAM ST,42.31434407,-71.07487058,"(42.31434407, -71.07487058)"
42825,I192033051,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,E18,553,,2019-05-04 20:22:00,2019,5,Saturday,20,Part Three,METROPOLITAN AVE,42.27370682,-71.12363868,"(42.27370682, -71.12363868)"
423757,I152052567,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,C11,257,,2015-06-25 13:54:00,2015,6,Thursday,13,Part Two,CUSHING AVE,42.31364183,-71.06316493,"(42.31364183, -71.06316493)"
266982,I172007890,1402,Vandalism,VANDALISM,D4,145,,2017-01-29 10:48:00,2017,1,Sunday,10,Part Two,DURHAM ST,42.34403563,-71.08117746,"(42.34403563, -71.08117746)"
186424,I172093557,2610,Other,TRESPASSING,A1,98,,2017-11-08 16:45:00,2017,11,Wednesday,16,Part Two,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)"
235264,I172041702,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,542,,2017-05-17 19:30:00,2017,5,Wednesday,19,Part One,RIVER ST,42.25550985,-71.12614941,"(42.25550985, -71.12614941)"
135247,I182039964,3410,Towed,TOWED MOTOR VEHICLE,B2,184,,2018-05-25 08:46:00,2018,5,Friday,8,Part Three,E COTTAGE ST,42.32126855,-71.0669728,"(42.32126855, -71.06697280)"
71631,I192002693,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,348,,2019-01-10 15:28:00,2019,1,Thursday,15,Part Three,DORCHESTER AVE,42.30470399,-71.05908258,"(42.30470399, -71.05908258)"
411938,I152065711,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,466,,2015-08-08 23:29:00,2015,8,Saturday,23,Part One,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
409535,I152068350,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,70,,2015-08-18 12:11:00,2015,8,Tuesday,12,Part Two,WILLOW ST,42.35753989,-71.06832708,"(42.35753989, -71.06832708)"
424604,I152051609,3301,Verbal Disputes,VERBAL DISPUTE,D4,179,,2015-06-22 10:00:00,2015,6,Monday,10,Part Three,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.33331285, -71.07322932)"
252765,I172023000,3410,Towed,TOWED MOTOR VEHICLE,A1,111,,2017-03-24 15:09:00,2017,3,Friday,15,Part Three,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
285963,I162093883,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2, ,,2016-11-16 17:37:00,2016,11,Wednesday,17,Part Three,,,,"(0.00000000, 0.00000000)"
105929,I182070854,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,257,,2018-09-03 15:27:00,2018,9,Monday,15,Part Two,EVERETT AVE,42.31526714,-71.0630687,"(42.31526714, -71.06306870)"
348202,I162027261,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,282,,2016-04-08 16:22:00,2016,4,Friday,16,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
138861,I182036176,2647,Other,THREATS TO DO BODILY HARM,D14,760,,2018-05-12 19:29:00,2018,5,Saturday,19,Part Two,FAIRBANKS ST,42.35071344,-71.16296497,"(42.35071344, -71.16296497)"
289142,I162090526,617,Larceny,LARCENY THEFT FROM BUILDING,A1,119,,2016-11-04 19:43:00,2016,11,Friday,19,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
421016,I152055637,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,428,,2015-07-02 00:00:00,2015,7,Thursday,0,Part Two,LESTON ST,42.28349153,-71.08991288,"(42.28349153, -71.08991288)"
130243,I182045245,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,463,,2018-06-11 14:20:00,2018,6,Monday,14,Part Three,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
101823,I182075231,3502,Missing Person Located,MISSING PERSON - LOCATED,D14,784,,2018-09-17 22:10:00,2018,9,Monday,22,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
378273,I152102601,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,120,,2015-12-12 11:31:00,2015,12,Saturday,11,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
232515,I172044650,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-06-05 18:34:41,2017,6,Monday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
1412,I192077037,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,938,,2019-09-24 12:30:00,2019,9,Tuesday,12,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
226412,I172051206,3125,Warrant Arrests,WARRANT ARREST,B2,329,,2017-06-26 04:01:00,2017,6,Monday,4,Part Three,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
84326,I182094061,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2018-11-21 00:00:00,2018,11,Wednesday,0,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
407232,I152070911,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,D4,618,,2015-08-26 20:22:00,2015,8,Wednesday,20,Part Three,FENWAY,42.34227908,-71.09152151,"(42.34227908, -71.09152151)"
89679,I182087969,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,402,,2018-10-31 15:46:00,2018,10,Wednesday,15,Part Three,WASHINGTON ST,42.28492596,-71.07135254,"(42.28492596, -71.07135254)"
244413,I172031933,3301,Verbal Disputes,VERBAL DISPUTE,E18,482,,2017-04-24 14:39:00,2017,4,Monday,14,Part Three,MALTA ST,42.26506676,-71.09768522,"(42.26506676, -71.09768522)"
273839,I172000610,3125,Warrant Arrests,WARRANT ARREST,D14,771,,2016-12-22 00:00:00,2016,12,Thursday,0,Part Three,PEACEABLE ST,42.34793886,-71.15229604,"(42.34793886, -71.15229604)"
268163,I172006631,1402,Vandalism,VANDALISM,E13,648,,2017-01-24 18:30:00,2017,1,Tuesday,18,Part Two,CAROLINA AVE,42.30793484,-71.11065094,"(42.30793484, -71.11065094)"
259307,I172016006,617,Larceny,LARCENY THEFT FROM BUILDING,E5,563,,2017-02-27 15:00:00,2017,2,Monday,15,Part One,WASHINGTON ST,42.29044163,-71.12385832,"(42.29044163, -71.12385832)"
98967,I182078177,613,Larceny,LARCENY SHOPLIFTING,D4,619,,2018-09-27 14:37:00,2018,9,Thursday,14,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
59871,I192014983,3115,Investigate Person,INVESTIGATE PERSON,D14,770,,2019-02-27 00:11:00,2019,2,Wednesday,0,Part Three,LEICESTER ST,42.34974214,-71.15455697,"(42.34974214, -71.15455697)"
134003,I182041290,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,344,,2018-05-29 15:46:00,2018,5,Tuesday,15,Part Three,CORONA ST,42.30146198,-71.06895959999999,"(42.30146198, -71.06895960)"
340900,I162035045,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,109,,2016-05-05 22:00:00,2016,5,Thursday,22,Part Three,HIGH ST,42.35654054,-71.05235412,"(42.35654054, -71.05235412)"
166803,I182006705,381,Robbery,ROBBERY - CAR JACKING,C11,460,,2018-01-26 00:09:00,2018,1,Friday,0,Part One,MORSE ST,42.30393928,-71.07896352,"(42.30393928, -71.07896352)"
53546,I192021650,3207,Property Found,PROPERTY - FOUND,A1,61,,2019-03-24 15:30:00,2019,3,Sunday,15,Part Three,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
391798,I152087650,3001,Medical Assistance,DEATH INVESTIGATION,B2,266,,2015-10-22 08:48:00,2015,10,Thursday,8,Part Three,WINTHROP ST,42.32506222,-71.07895079999999,"(42.32506222, -71.07895080)"
306713,I162071701,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,427,,2016-09-03 00:16:00,2016,9,Saturday,0,Part Two,BABSON ST,42.27543421,-71.09234389,"(42.27543421, -71.09234389)"
15969,I192061309,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,359,,2019-08-06 16:57:00,2019,8,Tuesday,16,Part Three,CLAYBOURNE ST,42.29574315,-71.07114039,"(42.29574315, -71.07114039)"
163438,I182010267,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,572,,2018-02-08 09:50:00,2018,2,Thursday,9,Part Three,IFFLEY RD,42.31236627,-71.09933740000001,"(42.31236627, -71.09933740)"
164268,I182009383,3201,Property Lost,PROPERTY - LOST,B3,944,,2018-02-04 18:00:00,2018,2,Sunday,18,Part Three,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
43504,I192032362,3111,License Violation,LICENSE PREMISE VIOLATION,B2,321,,2019-05-02 13:46:00,2019,5,Thursday,13,Part Three,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
397265,I152081708,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,222,,2015-10-01 19:12:00,2015,10,Thursday,19,Part Two,E BROADWAY,42.33565035,-71.03438806,"(42.33565035, -71.03438806)"
63731,I192011014,2003,Offenses Against Child / Family,CHILD ENDANGERMENT (NO ASSAULT),E13,581,,2019-02-11 13:00:00,2019,2,Monday,13,Part Two,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
422130,I152054395,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,A1,73,,2015-07-01 15:58:00,2015,7,Wednesday,15,Part Two,PEMBERTON SQ,42.35875858,-71.06114052,"(42.35875858, -71.06114052)"
29400,I192047191,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,259,,2019-06-21 19:06:00,2019,6,Friday,19,Part Two,MAGNOLIA ST,42.31613487,-71.07100109,"(42.31613487, -71.07100109)"
40453,I192035507,2647,Other,THREATS TO DO BODILY HARM,C11,397,,2019-05-10 16:30:00,2019,5,Friday,16,Part Two,JOSEPH ST,42.28978047,-71.06606828,"(42.28978047, -71.06606828)"
218428,I172059637,2647,Other,THREATS TO DO BODILY HARM,C6,177,,2017-07-22 22:42:00,2017,7,Saturday,22,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
169902,I182003442,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,553,,2017-09-26 07:00:00,2017,9,Tuesday,7,Part Two,POPLAR ST,42.27501241,-71.12734167,"(42.27501241, -71.12734167)"
307456,I162070941,3115,Investigate Person,INVESTIGATE PERSON,C11,367,,2016-08-31 18:47:00,2016,8,Wednesday,18,Part Three,GIBSON ST,42.29755533,-71.05970909999999,"(42.29755533, -71.05970910)"
275346,I162105489,2647,Other,THREATS TO DO BODILY HARM,D4,133,,2016-12-28 09:33:00,2016,12,Wednesday,9,Part Two,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
113606,I182062692,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,156,,2018-08-07 00:00:00,2018,8,Tuesday,0,Part Two,TREMONT ST,42.34010961,-71.0788244,"(42.34010961, -71.07882440)"
291696,I162087839,2660,Other,OTHER OFFENSE,D4,165,,2016-10-26 18:36:00,2016,10,Wednesday,18,Part Two,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
195834,I172083491,2647,Other,THREATS TO DO BODILY HARM,B3,439,,2017-10-06 10:16:00,2017,10,Friday,10,Part Two,FLOYD ST,42.28834693,-71.0860772,"(42.28834693, -71.08607720)"
324878,I162052198,3301,Verbal Disputes,VERBAL DISPUTE,E13,307,,2016-07-01 11:28:00,2016,7,Friday,11,Part Three,WARDMAN RD,42.31529421,-71.09486034,"(42.31529421, -71.09486034)"
373518,I152107849,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,92,,2015-12-31 22:20:00,2015,12,Thursday,22,Part Three,COURT ST,,,"(0.00000000, 0.00000000)"
283044,I162097084,3301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2016-11-28 12:54:00,2016,11,Monday,12,Part Three,PERRIN ST,42.3218854,-71.07906279,"(42.32188540, -71.07906279)"
19646,I192057462,1825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,B2,179,,2019-07-25 11:41:00,2019,7,Thursday,11,Part Two,ISLAND ST,42.33130578,-71.07194742,"(42.33130578, -71.07194742)"
8736,I192069084,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,439,,2019-08-30 19:22:00,2019,8,Friday,19,Part Two,CALLENDER ST,42.2879957,-71.08722036,"(42.28799570, -71.08722036)"
283473,I162096593,3301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2016-11-26 12:28:00,2016,11,Saturday,12,Part Three,BLUE HILL AVE,42.31956879,-71.07776264,"(42.31956879, -71.07776264)"
310001,I162068186,613,Larceny,LARCENY SHOPLIFTING,E18,499,,2016-08-22 19:37:00,2016,8,Monday,19,Part One,AMERICAN LEGION HWY,42.27727177,-71.11572996,"(42.27727177, -71.11572996)"
406815,I152071406,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,,2015-08-28 13:49:00,2015,8,Friday,13,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
94153,I182083196,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,2018-10-14 21:50:00,2018,10,Sunday,21,Part Two,DORCHESTER AVE,42.32829858,-71.05691804,"(42.32829858, -71.05691804)"
184430,I172095652,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2017-11-15 00:00:00,2017,11,Wednesday,0,Part Three,BEACON ST,,,"(0.00000000, 0.00000000)"
343590,I162032179,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,129,,2016-04-25 18:02:00,2016,4,Monday,18,Part One,SAINT JAMES AVE,42.35074192,-71.07146111,"(42.35074192, -71.07146111)"
82198,I182096402,3301,Verbal Disputes,VERBAL DISPUTE,D4,273,,2018-11-29 19:47:00,2018,11,Thursday,19,Part Three,CAMDEN ST,42.33744115,-71.08057671,"(42.33744115, -71.08057671)"
362388,I162011975,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,23,,2016-02-14 17:15:00,2016,2,Sunday,17,Part Three,MARION ST,42.37695059,-71.03646476,"(42.37695059, -71.03646476)"
218236,I172059846,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,184,,2017-07-23 17:32:00,2017,7,Sunday,17,Part Three,DUDLEY ST,42.31852295,-71.06865846,"(42.31852295, -71.06865846)"
157706,I182016363,3110,Police Service Incidents,SERVICE TO OTHER PD OUTSIDE OF MA.,B3,465,,2018-03-03 00:36:00,2018,3,Saturday,0,Part Three,MORTON ST,42.28461235,-71.09224215,"(42.28461235, -71.09224215)"
57579,I192017401,3410,Towed,TOWED MOTOR VEHICLE,E5,563,,2019-03-08 14:18:00,2019,3,Friday,14,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)"
34100,I192042192,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,258,,2019-06-04 22:43:00,2019,6,Tuesday,22,Part Two,COLUMBIA RD,42.31635508,-71.06593853,"(42.31635508, -71.06593853)"
101057,I182076026,619,Larceny,LARCENY ALL OTHERS,D4,628,,2018-09-17 01:54:00,2018,9,Monday,1,Part One,BROOKLINE AVE,42.345182799999996,-71.10066932,"(42.34518280, -71.10066932)"
414862,I152062592,3410,Towed,TOWED MOTOR VEHICLE,A7,14,,2015-07-29 11:02:00,2015,7,Wednesday,11,Part Three,BENNINGTON ST,42.38298068,-71.01730351,"(42.38298068, -71.01730351)"
260431,I172014865,3115,Investigate Person,INVESTIGATE PERSON,B3,444,,2017-02-23 19:16:00,2017,2,Thursday,19,Part Three,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
221529,I172056328,2660,Other,OTHER OFFENSE,E13,307,,2017-07-12 09:15:00,2017,7,Wednesday,9,Part Two,WASHINGTON ST,42.31584636,-71.09824825,"(42.31584636, -71.09824825)"
278739,I162101761,2401,Disorderly Conduct,AFFRAY,D4,130,,2016-12-14 09:35:00,2016,12,Wednesday,9,Part Two,CLARENDON ST,42.34854636,-71.07416609,"(42.34854636, -71.07416609)"
153532,I182020798,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,378,,2018-03-19 22:38:00,2018,3,Monday,22,Part Three,NEPONSET AVE,42.2874493,-71.04627602,"(42.28744930, -71.04627602)"
391172,I152088314,3201,Property Lost,PROPERTY - LOST,A1,77,,2015-10-24 08:00:00,2015,10,Saturday,8,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
412956,I152064646,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,316,,2015-08-05 12:40:00,2015,8,Wednesday,12,Part Two,ABBOTSFORD ST,42.31426756,-71.09153899,"(42.31426756, -71.09153899)"
345497,I162030137,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,630,,2016-04-18 00:00:00,2016,4,Monday,0,Part Two,BEACON ST,42.346693,-71.10512299999999,"(42.34669300, -71.10512300)"
17450,I192059756,1402,Vandalism,VANDALISM,C6,222,,2019-08-01 18:20:00,2019,8,Thursday,18,Part Two,E SECOND ST,42.33727868,-71.03809649,"(42.33727868, -71.03809649)"
397433,I152081529,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,257,,2015-10-01 06:36:00,2015,10,Thursday,6,Part Three,STOUGHTON ST,42.315626,-71.06195097,"(42.31562600, -71.06195097)"
44711,I192031090,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,270,,2019-04-27 18:02:00,2019,4,Saturday,18,Part Three,HARRISON AVE,42.33455374,-71.07560801,"(42.33455374, -71.07560801)"
19027,I192058124,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,288,,2019-07-27 14:22:00,2019,7,Saturday,14,Part Three,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
337834,I162038403,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,801,,2016-05-17 08:41:00,2016,5,Tuesday,8,Part Three,FARRINGTON AVE,42.35445939,-71.13091268,"(42.35445939, -71.13091268)"
99061,I182078081,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,E13,912,,2018-09-27 09:46:00,2018,9,Thursday,9,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
118082,I182057935,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,165,,2018-07-22 05:30:00,2018,7,Sunday,5,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
423919,I152052404,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,794,,2015-06-24 21:11:00,2015,6,Wednesday,21,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
301915,I162076955,3201,Property Lost,PROPERTY - LOST,B2,316,,2016-09-18 20:00:00,2016,9,Sunday,20,Part Three,CRAWFORD ST,42.31359796,-71.09039946,"(42.31359796, -71.09039946)"
16046,I192061232,619,Larceny,LARCENY ALL OTHERS,B3,468,,2019-08-03 23:00:00,2019,8,Saturday,23,Part One,DUKE ST,42.28118023,-71.09442053,"(42.28118023, -71.09442053)"
403896,I152074601,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,902,,2015-09-06 17:00:00,2015,9,Sunday,17,Part Two,S BREMEN ST,42.36780297,-71.03943328,"(42.36780297, -71.03943328)"
